year,rwi,rwi_lag1,rwi_lag2,rwi_diff1,rwi_smooth5
1906,0.8281960467288062,0.6296288702909572,0.6241525974664651,0.19856717643784905,0.6814043538976068
1907,0.5810085834701066,0.8281960467288062,0.6296288702909572,-0.24718746325869956,0.7383162858569597
1908,0.7440356715316991,0.5810085834701066,0.8281960467288062,0.1630270880615925,0.8276495059613687
1909,0.9087122572632291,0.7440356715316991,0.5810085834701066,0.16467658573153,0.8408262970386705
1910,1.076294970813003,0.9087122572632291,0.7440356715316991,0.16758271354977383,0.947640863925946
1911,0.8940800021153147,1.076294970813003,0.9087122572632291,-0.18221496869768827,0.9415342216480683
1912,1.1150814179064852,0.8940800021153147,1.076294970813003,0.2210014157911705,0.9324974390968552
1913,0.7135024601423098,1.1150814179064852,0.8940800021153147,-0.4015789577641754,0.9260296116040923
1914,0.8635283445071642,0.7135024601423098,1.1150814179064852,0.15002588436485442,0.9859619310918214
1915,1.0439558333491874,0.8635283445071642,0.7135024601423098,0.1804274888420232,0.9291469939758018
1916,1.1937415995539606,1.0439558333491874,0.8635283445071642,0.14978576620477324,0.9306528745082296
1917,0.8310067323263873,1.1937415995539606,1.0439558333491874,-0.3627348672275733,0.9077303161609478
1918,0.7210318628044488,0.8310067323263873,1.1937415995539606,-0.10997486952193858,0.8796991240259573
1919,0.7489155527707552,0.7210318628044488,0.8310067323263873,0.027883689966306413,0.80346982360039
1920,0.9037998726742339,0.7489155527707552,0.7210318628044488,0.15488431990347873,0.8584452656146017
1921,0.8125950974261241,0.9037998726742339,0.7489155527707552,-0.09120477524810977,0.9223996308023222
1922,1.1058839423974463,0.8125950974261241,0.9037998726742339,0.2932888449713221,0.962934018591794
1923,1.0408036887430516,1.1058839423974463,0.8125950974261241,-0.06508025365439463,0.9618072768316672
1924,0.9515874917181137,1.0408036887430516,1.1058839423974463,-0.08921619702493788,0.9978690872421989
1925,0.8981661638736005,0.9515874917181137,1.0408036887430516,-0.053421327844513256,0.9141106093817442
1926,0.9929041494787826,0.8981661638736005,0.9515874917181137,0.0947379856051821,0.8764509953069668
1927,0.687091553095172,0.9929041494787826,0.8981661638736005,-0.3058125963836106,0.9356999684686599
1928,0.8525056183691646,0.687091553095172,0.9929041494787826,0.1654140652739926,0.9628863452010844
1929,1.2478323575265797,0.8525056183691646,0.687091553095172,0.3953267391574151,0.9485795121529698
1930,1.034098047535723,1.2478323575265797,0.8525056183691646,-0.21373430999085663,0.99708169225094
1931,0.9213699842382098,1.034098047535723,1.2478323575265797,-0.11272806329751328,1.0243431335902673
1932,0.9296024535850225,0.9213699842382098,1.034098047535723,0.008232469346812654,0.9389609692375528
1933,0.9888128250658014,0.9296024535850225,0.9213699842382098,0.0592103714807789,0.9159093327606177
1934,0.8209215357630071,0.9888128250658014,0.9296024535850225,-0.1678912893027943,0.9668045027506235
1935,0.9188398651510477,0.8209215357630071,0.9888128250658014,0.09791832938804057,0.929585450417117
1936,1.1758458341882387,0.9188398651510477,0.8209215357630071,0.2570059690371911,0.9380509552302078
1937,0.7435071919174907,1.1758458341882387,0.9188398651510477,-0.43233864227074803,0.973056191066123
1938,1.0311403491312547,0.7435071919174907,1.1758458341882387,0.28763315721376403,0.9779135391108469
1939,0.995947714942583,1.0311403491312547,0.7435071919174907,-0.03519263418867169,0.9575813940165705
1940,0.943126605374667,0.995947714942583,1.0311403491312547,-0.05282110956791608,1.030852602967403
1941,1.074185108716857,0.943126605374667,0.995947714942583,0.13105850334219005,1.0106914810373566
1942,1.1098632366716532,1.074185108716857,0.943126605374667,0.03567812795479619,1.0083588983413339
1943,0.9303347394810216,1.1098632366716532,1.074185108716857,-0.17952849719063158,1.0091081039047525
1944,0.9842848014624704,0.9303347394810216,1.1098632366716532,0.053950061981448805,1.024035799746132
1945,0.9468726331917608,0.9842848014624704,0.9303347394810216,-0.03741216827070959,1.0255129733010098
1946,1.1488235879237536,0.9468726331917608,0.9842848014624704,0.20195095473199276,1.0307101963494953
1947,1.1172491044460429,1.1488235879237536,0.9468726331917608,-0.031574483477710746,1.025619994367727
1948,0.9563208547234491,1.1172491044460429,1.1488235879237536,-0.16092824972259379,1.0540524295877056
1949,0.9588337915536302,0.9563208547234491,1.1172491044460429,0.002512936830181167,0.9872551711563433
1950,1.0890348092916518,0.9588337915536302,0.9563208547234491,0.1302010177380215,0.97650633148684
1951,0.814837295766943,1.0890348092916518,0.9588337915536302,-0.2741975135247088,0.9767012825125585
1952,1.0635049060985249,0.814837295766943,1.0890348092916518,0.2486676103315819,1.009862814769088
1953,0.9572956098520427,1.0635049060985249,0.814837295766943,-0.10620929624648223,0.9994229208474359
1954,1.1246414528362778,0.9572956098520427,1.0635049060985249,0.16734584298423516,1.0142384069093122
1955,1.0368353396833914,1.1246414528362778,0.9572956098520427,-0.08780611315288644,0.9636728195929345
1956,0.8889147260763248,1.0368353396833914,1.1246414528362778,-0.14792061360706654,0.9568336931360524
1957,0.8106769695166355,0.8889147260763248,1.0368353396833914,-0.07823775655968934,0.9189850796220107
1958,0.9230999775676318,0.8106769695166355,0.8889147260763248,0.11242300805099636,0.8989882859628541
1959,0.9353983852660703,0.9230999775676318,0.8106769695166355,0.012298407698438485,0.9761461620470232
1960,0.9368513713876079,0.9353983852660703,0.9230999775676318,0.0014529861215375472,1.016138816689986
1961,1.274704106497171,0.9368513713876079,0.9353983852660703,0.33785273510956304,1.0029258963974363
1962,1.0106402427314496,1.274704106497171,0.9368513713876079,-0.26406386376572133,1.041216976871047
1963,0.8570353761048826,1.0106402427314496,1.274704106497171,-0.15360486662656703,1.0320508182587265
1964,1.126853787634125,0.8570353761048826,1.0106402427314496,0.26981841152924235,0.9633780699538876
1965,0.891020578326004,1.126853787634125,0.8570353761048826,-0.2358332093081209,0.9464867927698185
1966,0.9313403649729772,0.891020578326004,1.126853787634125,0.04031978664697322,0.9458275639920345
1967,0.9261838568111038,0.9313403649729772,0.891020578326004,-0.005156508161873408,0.9032529079844613
1968,0.8537392322159626,0.9261838568111038,0.9313403649729772,-0.07244462459514123,0.9247449685399574
1969,0.9139805075962585,0.8537392322159626,0.9261838568111038,0.06024127538029589,0.9131900614000402
1970,0.9984808811034839,0.9139805075962585,0.8537392322159626,0.08450037350722539,0.9371818299551062
1971,0.873565829273392,0.9984808811034839,0.9139805075962585,-0.12491505183009188,1.0051025581254176
1972,1.0461426995864342,0.873565829273392,0.9984808811034839,0.17257687031304225,1.0191590794750012
1973,1.19334287306752,1.0461426995864342,0.873565829273392,0.14720017348108572,1.053822762012406
1974,0.9842631143441753,1.19334287306752,1.0461426995864342,-0.2090797587233446,1.1042131819274181
1975,1.1717992937905097,0.9842631143441753,1.19334287306752,0.18753617944633438,1.1300551590250145
1976,1.1255179288484525,1.1717992937905097,0.9842631143441753,-0.04628136494205726,1.0960441222518718
1977,1.1753525850744158,1.1255179288484525,1.1717992937905097,0.04983465622596328,1.1005181899868088
1978,1.0232876892018055,1.1753525850744158,1.1255179288484525,-0.1520648958726103,1.0371360684273472
1979,1.00663345301886,1.0232876892018055,1.1753525850744158,-0.01665423618294537,0.9836285079255045
1980,0.8548886859932033,1.00663345301886,1.0232876892018055,-0.15174476702565676,0.9187930251250382
1981,0.857980126339238,0.8548886859932033,1.00663345301886,0.0030914403460347017,0.8737783249042581
1982,0.851175171072084,0.857980126339238,0.8548886859932033,-0.006804955267154078,0.821612375249396
1983,0.7982141880979051,0.851175171072084,0.857980126339238,-0.05296098297417884,0.7944992527921944
1984,0.7458037047445498,0.7982141880979051,0.851175171072084,-0.0524104833533553,0.8061328373270762
1985,0.7193230737071948,0.7458037047445498,0.7982141880979051,-0.026480631037354985,0.8288159575856746
1986,0.9161480490136475,0.7193230737071948,0.7458037047445498,0.1968249753064527,0.8450515119933737
1987,0.9645907723650757,0.9161480490136475,0.7193230737071948,0.048442723351428185,0.9419403636886253
1988,0.8793919601364005,0.9645907723650757,0.9161480490136475,-0.0851988122286752,0.9652007192203316
1989,1.230247963220808,0.8793919601364005,0.9645907723650757,0.35085600308440756,0.9608711334164864
1990,0.835624851365726,1.230247963220808,0.8793919601364005,-0.39462311185508214,0.9513471150852505
1991,0.8945001199944222,0.835624851365726,1.230247963220808,0.0588752686286963,0.9972348234699886
1992,0.916970680708896,0.8945001199944222,0.835624851365726,0.02247056071447373,0.9482474527020862
1993,1.1088305020600908,0.916970680708896,0.8945001199944222,0.19185982135119484,0.9632681555197525
1994,0.9853111093812964,1.1088305020600908,0.916970680708896,-0.12351939267879442,1.0273165332289282
1995,0.910728365454057,0.9853111093812964,1.1088305020600908,-0.0745827439272394,1.0417201899593544
1996,1.2147420085403016,0.910728365454057,0.9853111093812964,0.30401364308624457,1.0196620168413655
1997,0.9889889643610265,1.2147420085403016,0.910728365454057,-0.2257530441792751,1.0721899006089735
1998,0.9985396364701463,0.9889889643610265,1.2147420085403016,0.009550672109119862,1.1283756985850864
1999,1.2479505282193373,0.9985396364701463,0.9889889643610265,0.24941089174919095,1.1039859142396726
2000,1.1916573553346206,1.2479505282193373,0.9985396364701463,-0.05629317288471669,1.0921741041503794
2001,1.0927930868132325,1.1916573553346206,1.2479505282193373,-0.09886426852138808,1.05256643475732
2002,0.9299299139145605,1.0927930868132325,1.1916573553346206,-0.16286317289867203,0.9714756490729879
2003,0.8005012895048499,0.9299299139145605,1.0927930868132325,-0.1294286244097106,0.897753855679839
2004,0.8424965997976763,0.8005012895048499,0.9299299139145605,0.04199531029282644,0.8597572322429515
2005,0.8230483883688755,0.8424965997976763,0.8005012895048499,-0.01944821142880082,0.8594202774883861
2006,0.9028099696287955,0.8230483883688755,0.8424965997976763,0.07976158125991994,0.9163909447640546
2007,0.9282451401417335,0.9028099696287955,0.8230483883688755,0.025435170512938088,0.890477232426039
2008,1.0853546258831916,0.9282451401417335,0.9028099696287955,0.1571094857414581,0.9277460628939178
2009,0.7129280381075993,1.0853546258831916,0.9282451401417335,-0.37242658777559234,0.920606430212899
2010,1.0093925407082691,0.7129280381075993,1.0853546258831916,0.2964645026006698,0.9753244215287065
2011,0.8671118062237019,1.0093925407082691,0.7129280381075993,-0.14228073448456724,0.8904425966527368
2012,1.2018350967207712,0.8671118062237019,1.0093925407082691,0.3347232904970693,0.9730225183849862
2013,0.6609455015033425,1.2018350967207712,0.8671118062237019,-0.5408895952174286,0.9794780855072925
2014,1.1258276467688466,0.6609455015033425,1.2018350967207712,0.4648821452655041,1.0128374433998115
2015,1.0416703763198003,1.1258276467688466,0.6609455015033425,-0.0841572704490463,0.9827889180070318
2016,1.0339085956862961,1.0416703763198003,1.1258276467688466,-0.0077617806335041895,1.0662854345610782
2017,1.051592469756874,1.0339085956862961,1.0416703763198003,0.01768387407057781,1.0604124259717607
2018,1.0784280842735745,1.051592469756874,1.0339085956862961,0.02683561451670058,1.0719984615053155
2019,1.0964626038222587,1.0784280842735745,1.051592469756874,0.01803451954868418,1.080471199982764
2020,1.0996005539875744,1.0964626038222587,1.0784280842735745,0.003137950165315706,1.0701650239910374
2021,1.0762722880735387,1.0996005539875744,1.0964626038222587,-0.023328265914035695,1.0364858124753393
2022,1.0000615897982401,1.0762722880735387,1.0996005539875744,-0.07621069827529858,0.9826366224871765
2023,0.9100320266950849,1.0000615897982401,1.0762722880735387,-0.09002956310315524,0.9271790436933317
2024,0.8272166538814442,0.9100320266950849,1.0000615897982401,-0.08281537281364071,0.8826451027205324
2025,0.8223126600183509,0.8272166538814442,0.9100320266950849,-0.004903993863093259,0.8638074534146769
2026,0.8536025832095424,0.8223126600183509,0.8272166538814442,0.031289923191191504,0.8744118757756321
2027,0.9058733432689621,0.8536025832095424,0.8223126600183509,0.05227076005941966,0.9123261754033287
2028,0.9630541384998603,0.9058733432689621,0.8536025832095424,0.05718079523089825,0.9596896112097308
2029,1.0167881520199273,0.9630541384998603,0.9058733432689621,0.053734013520067014,1.0035185978290602
2030,1.0591298390503623,1.0167881520199273,0.9630541384998603,0.04234168703043495,1.0311096708711112
2031,1.0727475163061884,1.0591298390503623,1.0167881520199273,0.013617677255826077,1.034657028852978
2032,1.043828708479218,1.0727475163061884,1.0591298390503623,-0.028918807826970427,1.0113016550035485
2033,0.9807909284091934,1.043828708479218,1.0727475163061884,-0.06303778007002458,0.9662768606018453
2034,0.9000112827727805,0.9807909284091934,1.043828708479218,-0.08077964563641282,0.9396591966757595
2035,0.8340058670418459,0.9000112827727805,0.9807909284091934,-0.06600541573093466,0.9049360260746067
